Link;Name;Price ($);Mileage (miles);VIN_n
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=638432721&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=50&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D50&clickType=listing;Used 2018 Nissan Altima 3.5 SL;22,499;44,306;1N4BL3AP7JC195534
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=633950407&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D50&clickType=listing;Used 2016 Nissan Altima 3.5 SL w/ 3.5 Technology Package;19,685;40,674;1N4BL3APXGC196864
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=637289689&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=50&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D50&clickType=listing;Used 2013 Nissan Altima 3.5 SL;10,995;132,005;1N4BL3AP4DC183409
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=632654620&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=50&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D50&clickType=listing;Used 2017 Nissan Altima 3.5 SL;16,498;96,740;1N4BL3AP8HC182317
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=635657702&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=50&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D50&clickType=listing;Used 2015 Nissan Altima 3.5 SL;12,365;151,685;1N4BL3AP3FC597879
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=639539654&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=50&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D50&clickType=listing;Used 2015 Nissan Altima 3.5 SL;14,500;119,450;1N4BL3AP3FC148427
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=635270431&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=50&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D50&clickType=listing;Used 2017 Nissan Altima 3.5 SL;17,695;102,827;1N4BL3AP5HC476211
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=639547505&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=50&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D50&clickType=listing;Used 2015 Nissan Altima 3.5 SL;22,855;57,093;1N4BL3AP1FC182852
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=639104334&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=50&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D50&clickType=listing;Used 2016 Nissan Altima 3.5 SL;19,593;156,578;1N4BL3AP5GC113860
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=638628564&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=50&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D50&clickType=listing;Used 2016 Nissan Altima 3.5 SL;16,500;113,500;1N4BL3AP5GC169314
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=630368747&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=50&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D50&clickType=listing;Used 2015 Nissan Altima 3.5 SL;16,500;66,182;1N4BL3AP6FC114823
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=620627823&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=50&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D50&clickType=listing;Used 2014 Nissan Altima 3.5 SL w/ Technology Package;17,995;86,237;1N4BL3AP2EC135389
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=639174921&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=50&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D50&clickType=listing;Used 2016 Nissan Altima 3.5 SL;16,495;119,785;1N4BL3AP8GC114873
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=633950407&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D50&clickType=spotlight;Used 2016 Nissan Altima 3.5 SL w/ 3.5 Technology Package;19,685;40,674;1N4BL3APXGC196864
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=638108814&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=50&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D50&clickType=listing;Used 2015 Nissan Altima 3.5 SL;20,950;43,231;1N4BL3AP2FC296214
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=626964470&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=50&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D50&clickType=listing;Used 2016 Nissan Altima 3.5 SL;16,991;62,494;1N4BL3AP7GC114296
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=637705904&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=50&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D50&clickType=listing;Used 2015 Nissan Altima 3.5 SL;13,900;130,543;1N4BL3APXFC459692
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=620314634&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=50&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D50&clickType=listing;Used 2013 Nissan Altima 3.5 SL w/ Technology Pkg;12,995;105,709;1N4BL3AP6DC193360
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=633731357&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=50&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D50&clickType=listing;Used 2017 Nissan Altima 3.5 SL;12,990;132,069;1N4BL3AP8HC134784
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=630664513&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=75&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D75&clickType=spotlight;Used 2016 Nissan Altima 3.5 SL;19,490;75,997;1N4BL3AP6GC123636
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=615531802&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=75&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D75&clickType=spotlight;Used 2014 Nissan Altima 3.5 SL w/ Technology Package;16,095;99,428;1N4BL3AP6EC198883
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=639543364&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=75&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D75&clickType=listing;Used 2016 Nissan Altima 3.5 SL w/ 3.5 Technology Package;23,794;43,346;1N4BL3AP6GC234218
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=619141415&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=75&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D75&clickType=listing;Used 2016 Nissan Altima 3.5 SL;19,000;98,405;1N4BL3AP9GC158803
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=639011580&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=75&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D75&clickType=listing;Used 2015 Nissan Altima 3.5 SL;16,259;97,223;1N4BL3AP6FC190414
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=636398565&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=75&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D75&clickType=spotlight;Used 2015 Nissan Altima 3.5 SL;15,562;96,135;1N4BL3AP4FC573753
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=630687145&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=75&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D75&clickType=listing;Used 2017 Nissan Altima 3.5 SL;21,700;62,367;1N4BL3AP0HC124959
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=635810544&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=75&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D75&clickType=listing;Used 2016 Nissan Altima 3.5 SL;16,886;110,809;1N4BL3AP4GC233357
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=634583721&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=75&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D75&clickType=listing;Used 2013 Nissan Altima 3.5 SL;12,999;114,057;1N4BL3AP8DN533452
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=621063206&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=75&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D75&clickType=listing;Used 2013 Nissan Altima 3.5 SL;17,993;65,531;1N4BL3AP4DN462699
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=608722288&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=75&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D75&clickType=listing;Used 2016 Nissan Altima 3.5 SL;22,194;51,352;1N4BL3AP6GN373169
https://www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=618959464&allListingType=all-cars&makeCodeList=NISSAN&modelCodeList=ALTIMA&city=Rochester&state=NY&zip=14626&location=&searchRadius=0&marketExtension=include&startYear=2013&endYear=2018&trimCodeList=ALTIMA%7C3.5%20SL&isNewSearch=false&showAccelerateBanner=false&sortBy=relevance&numRecords=25&firstRecord=75&dma=&referrer=%2Fcars-for-sale%2Fall-cars%2Fnissan%2Faltima%2Frochester-ny-14626%3Fdma%3D%26searchRadius%3D0%26location%3D%26marketExtension%3Dinclude%26startYear%3D2013%26endYear%3D2018%26trimCodeList%3DALTIMA%257C3.5%2520SL%26isNewSearch%3Dfalse%26showAccelerateBanner%3Dfalse%26sortBy%3Drelevance%26numRecords%3D25%26firstRecord%3D75&clickType=listing;Used 2015 Nissan Altima 3.5 SL;19,988;49,620;1N4BL3AP0FN906891
